Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Credit Card,Standard,No,No,41,,Quarterly
1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,PayPal,Store Pickup,No,No,2,,Monthly
1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,PayPal,Next Day Air,No,No,39,,Bi-Weekly
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,PayPal,Standard,No,No,3,,Fortnightly
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Cash,Express,No,No,37,,Monthly
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,No,No,47,,Quarterly
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,40,,Annually
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Credit Card,Standard,No,No,11,,Weekly
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Debit Card,Express,No,No,50,,Monthly
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Debit Card,Express,No,No,25,,Quarterly
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Credit Card,Express,No,No,5,,Fortnightly
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,No,No,25,,Weekly
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Venmo,Standard,No,No,9,,Every 3 Months
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Cash,Express,No,No,4,,Quarterly
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Debit Card,Store Pickup,No,No,38,,Fortnightly
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,PayPal,2-Day Shipping,No,No,26,,Fortnightly
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Bank Transfer,Free Shipping,No,No,26,,Weekly
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,Venmo,2-Day Shipping,No,No,28,,Monthly
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,No,No,17,,Weekly
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,Cash,2-Day Shipping,No,No,19,,Quarterly
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,PayPal,Express,No,No,19,,Every 3 Months
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,PayPal,2-Day Shipping,No,No,8,,Quarterly
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,No,No,27,,Every 3 Months
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,Debit Card,2-Day Shipping,No,No,3,,Bi-Weekly
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Cash,Store Pickup,No,No,5,,Fortnightly
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,PayPal,Standard,No,No,47,,Bi-Weekly
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Cash,Store Pickup,No,No,23,,Fortnightly
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Cash,Next Day Air,No,No,26,,Quarterly
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Debit Card,Express,No,No,43,,Fortnightly
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Cash,Next Day Air,No,No,13,,Annually
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Venmo,Express,No,No,33,,Annually
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,PayPal,Store Pickup,No,No,27,,Monthly
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Bank Transfer,Express,No,No,43,,Weekly
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Cash,Next Day Air,No,No,46,,Weekly
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Credit Card,Next Day Air,No,No,35,,Fortnightly
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Debit Card,Next Day Air,No,No,31,,Bi-Weekly
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,PayPal,Next Day Air,No,No,14,,Bi-Weekly
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,PayPal,Free Shipping,No,No,17,,Fortnightly
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Cash,Free Shipping,No,No,30,,Every 3 Months
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Credit Card,Free Shipping,No,No,14,,Monthly
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,No,No,14,,Annually
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Bank Transfer,Store Pickup,No,No,17,,Quarterly
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,PayPal,Express,No,No,50,,Weekly
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Debit Card,Store Pickup,No,No,22,,Annually
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Cash,Standard,No,No,32,,Monthly
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,No,No,23,,Fortnightly
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Debit Card,Free Shipping,No,No,3,,Quarterly
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,PayPal,Store Pickup,No,No,37,,Quarterly
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Debit Card,Express,No,No,49,,Monthly
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,PayPal,Next Day Air,No,No,16,,Quarterly
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Venmo,Free Shipping,No,No,28,,Every 3 Months
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Bank Transfer,Standard,No,No,43,,Quarterly
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Debit Card,Free Shipping,No,No,38,,Weekly
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Credit Card,Free Shipping,No,No,41,,Every 3 Months
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Bank Transfer,Next Day Air,No,No,24,,Quarterly
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Bank Transfer,Store Pickup,No,No,1,,Fortnightly
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,Venmo,2-Day Shipping,No,No,20,,Quarterly
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,PayPal,Express,No,No,50,,Annually
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Cash,Free Shipping,No,No,36,,Fortnightly
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Bank Transfer,Next Day Air,No,No,12,,Bi-Weekly
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Venmo,Store Pickup,No,No,21,,Weekly
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,No,No,35,,Quarterly
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Credit Card,Express,No,No,4,,Quarterly
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Debit Card,Standard,No,No,12,,Annually
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Debit Card,Express,No,No,50,,Bi-Weekly
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Debit Card,Express,No,No,42,,Weekly
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Venmo,Next Day Air,No,No,22,,Quarterly
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,PayPal,Store Pickup,No,No,12,,Every 3 Months
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Bank Transfer,Express,No,No,9,,Fortnightly
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,Debit Card,2-Day Shipping,No,No,15,,Weekly
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Venmo,Next Day Air,No,No,36,,Quarterly
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,PayPal,Standard,No,No,32,,Annually
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Cash,Standard,No,No,4,,Fortnightly
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,PayPal,2-Day Shipping,No,No,19,,Bi-Weekly
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,Cash,2-Day Shipping,No,No,12,,Weekly
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,Venmo,2-Day Shipping,No,No,18,,Monthly
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Bank Transfer,Next Day Air,No,No,43,,Bi-Weekly
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,PayPal,Free Shipping,No,No,31,,Annually
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Debit Card,Next Day Air,No,No,41,,Bi-Weekly
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Cash,Free Shipping,No,No,34,,Annually
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,PayPal,Express,No,No,21,,Annually
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,PayPal,Free Shipping,No,No,32,,Weekly
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Credit Card,Express,No,No,42,,Every 3 Months
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Credit Card,Express,No,No,50,,Bi-Weekly
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Venmo,Standard,No,No,33,,Fortnightly
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Venmo,Next Day Air,No,No,37,,Every 3 Months
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Cash,Store Pickup,No,No,9,,Fortnightly
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,PayPal,Store Pickup,No,No,6,,Fortnightly
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Venmo,Store Pickup,No,No,26,,Bi-Weekly
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Cash,Store Pickup,No,No,2,,Monthly
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Debit Card,Express,No,No,50,,Every 3 Months
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,PayPal,Free Shipping,No,No,20,,Annually
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Credit Card,Express,No,No,47,,Bi-Weekly
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Cash,Next Day Air,No,No,46,,Bi-Weekly
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,PayPal,Express,No,No,8,,Monthly
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Cash,Next Day Air,No,No,2,,Monthly
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,Venmo,2-Day Shipping,No,No,10,,Annually
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,Debit Card,2-Day Shipping,No,No,6,,Monthly
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,PayPal,Express,No,No,27,,Weekly
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Debit Card,Free Shipping,No,No,45,,Every 3 Months
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Bank Transfer,Next Day Air,No,No,22,,Quarterly
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Venmo,Store Pickup,No,No,15,,Bi-Weekly
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,16,,Fortnightly
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Credit Card,Free Shipping,No,No,34,,Annually
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Credit Card,Store Pickup,No,No,30,,Weekly
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Cash,Store Pickup,No,No,28,,Annually
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Venmo,Express,No,No,50,,Monthly
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Credit Card,Store Pickup,No,No,1,,Weekly
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Credit Card,Express,No,No,48,,Monthly
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Debit Card,Standard,No,No,18,,Fortnightly
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Bank Transfer,Free Shipping,No,No,3,,Bi-Weekly
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Credit Card,Next Day Air,No,No,5,,Bi-Weekly
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,Debit Card,2-Day Shipping,No,No,13,,Annually
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,PayPal,2-Day Shipping,No,No,22,,Annually
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,PayPal,Store Pickup,No,No,39,,Every 3 Months
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,PayPal,Free Shipping,No,No,19,,Fortnightly
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,PayPal,Store Pickup,No,No,22,,Monthly
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Credit Card,Standard,No,No,33,,Quarterly
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Bank Transfer,Standard,No,No,6,,Annually
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Credit Card,Store Pickup,No,No,44,,Every 3 Months
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Cash,Free Shipping,No,No,24,,Annually
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,Bank Transfer,2-Day Shipping,No,No,15,,Monthly
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Credit Card,Store Pickup,No,No,27,,Annually
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Venmo,Express,No,No,7,,Weekly
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,PayPal,Standard,No,No,44,,Monthly
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Debit Card,Standard,No,No,10,,Weekly
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,Debit Card,2-Day Shipping,No,No,25,,Weekly
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,41,,Annually
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Venmo,Express,No,No,20,,Annually
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Debit Card,Store Pickup,No,No,6,,Annually
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Venmo,Free Shipping,No,No,47,,Weekly
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,No,31,,Monthly
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Debit Card,Express,No,No,16,,Every 3 Months
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Debit Card,Next Day Air,No,No,21,,Annually
2305,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Debit Card,Free Shipping,No,No,9,,Fortnightly
2308,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Debit Card,Next Day Air,No,No,30,,Annually
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Cash,Free Shipping,No,No,19,,Every 3 Months
2318,47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Bank Transfer,Next Day Air,No,No,28,,Monthly
2319,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Credit Card,Store Pickup,No,No,30,,Annually
2327,66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Bank Transfer,Standard,No,No,38,,Annually
2328,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,Venmo,2-Day Shipping,No,No,22,,Bi-Weekly
2329,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Venmo,Express,No,No,29,,Bi-Weekly
2334,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,PayPal,Next Day Air,No,No,1,,Every 3 Months
2340,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Bank Transfer,Next Day Air,No,No,24,,Quarterly
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Credit Card,Standard,No,No,37,,Fortnightly
2342,56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Venmo,Express,No,No,22,,Every 3 Months
2343,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Debit Card,Standard,No,No,16,,Fortnightly
2346,28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,No,23,,Every 3 Months
2347,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Debit Card,Standard,No,No,46,,Fortnightly
2350,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Credit Card,Standard,No,No,40,,Every 3 Months
2352,38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,PayPal,Store Pickup,No,No,25,,Bi-Weekly
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Venmo,Next Day Air,No,No,27,,Monthly
2356,22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,Cash,Next Day Air,No,No,12,,Monthly
2358,53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,Credit Card,2-Day Shipping,No,No,40,,Bi-Weekly
2359,53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Credit Card,Standard,No,No,38,,Quarterly
2363,27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Credit Card,Standard,No,No,24,,Monthly
2370,24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,PayPal,Standard,No,No,24,,Monthly
2374,37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Debit Card,Express,No,No,21,,Every 3 Months
2378,44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Cash,Next Day Air,No,No,22,,Annually
2383,39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,No,44,,Weekly
2385,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,PayPal,2-Day Shipping,No,No,40,,Quarterly
2391,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,No,24,,Fortnightly
2392,42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Bank Transfer,Next Day Air,No,No,31,,Quarterly
2393,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,No,36,,Annually
2396,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,PayPal,2-Day Shipping,No,No,47,,Bi-Weekly
2397,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,Venmo,2-Day Shipping,No,No,20,,Weekly
2399,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Bank Transfer,Free Shipping,No,No,44,,Fortnightly
2404,64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Debit Card,Standard,No,No,40,,Weekly
2405,28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,Credit Card,2-Day Shipping,No,No,23,,Bi-Weekly
2406,69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5.0,No,Debit Card,Standard,No,No,5,,Quarterly
2408,52,Male,Shorts,Clothing,38,Illinois,M,Beige,Summer,3.0,No,Credit Card,Express,No,No,11,,Bi-Weekly
2412,49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Cash,Free Shipping,No,No,35,,Every 3 Months
2413,53,Male,Jacket,Outerwear,51,Oregon,M,Pink,Winter,4.3,No,Bank Transfer,2-Day Shipping,No,No,8,,Bi-Weekly
2414,69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,Bank Transfer,2-Day Shipping,No,No,30,,Weekly
2419,22,Male,Pants,Clothing,69,Michigan,S,Indigo,Fall,4.0,No,Cash,Next Day Air,No,No,47,,Every 3 Months
2420,26,Male,Sweater,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Credit Card,Next Day Air,No,No,11,,Every 3 Months
2421,41,Male,Jacket,Outerwear,87,North Carolina,S,Green,Winter,4.2,No,PayPal,Free Shipping,No,No,28,,Annually
2427,70,Male,Jacket,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Debit Card,Free Shipping,No,No,26,,Every 3 Months
2428,27,Male,Jacket,Outerwear,26,Oregon,M,Purple,Spring,3.3,No,Cash,Standard,No,No,45,,Quarterly
2429,65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Debit Card,Next Day Air,No,No,34,,Annually
2431,20,Male,Jacket,Outerwear,100,North Dakota,XL,White,Summer,4.3,No,Cash,Express,No,No,42,,Quarterly
2432,34,Male,Hoodie,Clothing,73,Alabama,S,Olive,Fall,3.4,No,Bank Transfer,Express,No,No,27,,Every 3 Months
2433,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,Venmo,Store Pickup,No,No,43,,Monthly
2434,54,Male,T-shirt,Clothing,73,Oregon,M,Blue,Spring,3.4,No,Cash,Standard,No,No,16,,Bi-Weekly
2437,52,Male,T-shirt,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Credit Card,Store Pickup,No,No,38,,Quarterly
2439,32,Male,Jeans,Clothing,20,Delaware,S,Cyan,Winter,3.4,No,Venmo,Express,No,No,30,,Weekly
2443,53,Male,Blouse,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,Debit Card,Free Shipping,No,No,50,,Bi-Weekly
2447,38,Male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,Credit Card,2-Day Shipping,No,No,7,,Monthly
2448,59,Male,Pants,Clothing,47,South Dakota,L,Peach,Fall,3.2,No,Venmo,Store Pickup,No,No,10,,Fortnightly
2451,68,Male,T-shirt,Clothing,76,North Carolina,M,Magenta,Fall,4.5,No,Venmo,Standard,No,No,7,,Quarterly
2453,68,Male,Shirt,Clothing,67,New York,L,Purple,Winter,4.1,No,Bank Transfer,Express,No,No,45,,Every 3 Months
2454,21,Male,Sweater,Clothing,95,Iowa,XL,Cyan,Spring,4.6,No,Cash,Store Pickup,No,No,13,,Annually
2457,59,Male,Jeans,Clothing,83,Nebraska,M,Green,Winter,3.3,No,PayPal,2-Day Shipping,No,No,5,,Monthly
2459,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,No,Bank Transfer,Free Shipping,No,No,17,,Weekly
2461,58,Male,Jeans,Clothing,36,Maine,S,Lavender,Winter,4.0,No,Credit Card,Store Pickup,No,No,28,,Annually
2463,68,Male,Pants,Clothing,99,Missouri,XL,Orange,Spring,4.3,No,Bank Transfer,Standard,No,No,31,,Bi-Weekly
2464,60,Male,Blouse,Clothing,21,Mississippi,XL,Indigo,Summer,3.3,No,Cash,Standard,No,No,25,,Bi-Weekly
2465,47,Male,Jacket,Outerwear,84,Hawaii,L,Teal,Winter,2.8,No,Cash,Express,No,No,4,,Bi-Weekly
2467,32,Male,Shorts,Clothing,84,South Dakota,S,Pink,Summer,3.7,No,Cash,Express,No,No,37,,Annually
2468,27,Male,Shorts,Clothing,72,New Jersey,M,Lavender,Spring,3.6,No,Credit Card,Express,No,No,28,,Annually
2469,65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,Venmo,2-Day Shipping,No,No,6,,Weekly
2471,55,Male,Blouse,Clothing,72,Arizona,XL,Pink,Fall,2.7,No,Credit Card,Next Day Air,No,No,29,,Fortnightly
2473,24,Male,Shirt,Clothing,73,Utah,M,Peach,Summer,4.1,No,Credit Card,Standard,No,No,31,,Annually
2475,23,Male,T-shirt,Clothing,76,North Carolina,M,Olive,Fall,3.2,No,Bank Transfer,Store Pickup,No,No,19,,Quarterly
2484,32,Male,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,No,Debit Card,Standard,No,No,8,,Monthly
2485,60,Male,Hoodie,Clothing,97,New Hampshire,M,Green,Summer,4.8,No,Cash,2-Day Shipping,No,No,50,,Every 3 Months
2486,43,Male,Blouse,Clothing,55,Louisiana,M,Beige,Spring,4.6,No,Bank Transfer,2-Day Shipping,No,No,37,,Annually
2487,61,Male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Credit Card,Store Pickup,No,No,6,,Fortnightly
